10010.00	03:20:02	12/17/2018
9959.00	03:22:15	12/17/2018
9740.00	03:22:18	12/17/2018
9959.00	03:22:20	12/17/2018
9740.00	03:22:48	12/17/2018
9725.00	03:24:16	12/17/2018
9725.00	03:24:40	12/17/2018
9959.00	17:01:32	12/17/2018
9554.90	17:02:02	12/17/2018
10054.90	17:02:12	12/17/2018
9820.90	17:03:44	12/17/2018
